EarNum,MeaDate,Weight,AgeDays,BirWei,Sex,Breed,LittleSize,Lactation,DaysInMilk,ReproStatus,Seasonality,BirthDate,YeanDate
0007NU213487,2022-08-21,57.7,267.0,4.0,3.0,NU,3.0,3.0,-1.0,未配種,8,2021-11-27,
0007NU213488,2022-08-21,41.4,267.0,3.3,3.0,NU,3.0,3.0,-1.0,未配種,8,2021-11-27,
0007NU219493,2022-08-21,49.8,273.0,3.4,3.0,NU,3.0,3.0,-1.0,未配種,8,2021-11-21,
0007NU219498,2022-08-21,50.6,270.0,3.5,3.0,NU,4.0,3.0,-1.0,未配種,8,2021-11-24,
0007NU219499,2022-08-21,42.7,270.0,3.1,3.0,NU,4.0,3.0,-1.0,未配種,8,2021-11-24,
0007F2222462,2022-08-30,4.0,0.0,4.0,3.0,F2,3.0,3.0,-1.0,未配種,8,2022-08-30,
0007F2222463,2022-08-30,4.1,0.0,4.1,3.0,F2,3.0,3.0,-1.0,未配種,8,2022-08-30,
0007F2222464,2022-08-30,2.8,0.0,2.8,2.0,F2,3.0,3.0,-1.0,未配種,8,2022-08-30,
0007F2222465,2022-09-04,3.5,0.0,3.5,2.0,F2,2.0,3.0,-1.0,未配種,9,2022-09-04,
0007F1227507,2022-09-19,2.6,0.0,2.6,1.0,F1,2.0,3.0,-1.0,未配種,9,2022-09-19,
0007F1227508,2022-09-19,2.4,0.0,2.4,2.0,F1,2.0,3.0,-1.0,未配種,9,2022-09-19,
0007F1227509,2022-09-20,4.2,0.0,4.2,3.0,F1,3.0,3.0,-1.0,未配種,9,2022-09-20,
0007F1227510,2022-09-20,3.6,0.0,3.6,3.0,F1,3.0,3.0,-1.0,未配種,9,2022-09-20,
0007F1227511,2022-09-20,1.7,0.0,1.7,2.0,F1,3.0,3.0,-1.0,未配種,9,2022-09-20,
0007F2227512,2022-09-21,4.3,0.0,4.3,2.0,F2,1.0,3.0,-1.0,未配種,9,2022-09-21,
0007Fx227513,2022-09-23,4.9,0.0,4.9,1.0,Fx,1.0,3.0,-1.0,未配種,9,2022-09-23,
0007F2227514,2022-09-23,4.8,0.0,4.8,3.0,F2,1.0,3.0,-1.0,未配種,9,2022-09-23,
0007F2227515,2022-09-23,3.5,0.0,3.5,2.0,F2,2.0,1.0,-1.0,懷孕,9,2022-09-23,2024-09-03
0007F2227516,2022-09-23,2.5,0.0,2.5,2.0,F2,2.0,3.0,-1.0,未配種,9,2022-09-23,
0007NU224593,2022-09-25,3.7,0.0,3.7,1.0,NU,3.0,3.0,-1.0,未配種,9,2022-09-25,
0007NU224594,2022-09-25,2.7,0.0,2.7,3.0,NU,3.0,3.0,-1.0,未配種,9,2022-09-25,
0007NU226510,2022-10-16,4.0,0.0,4.0,1.0,NU,1.0,3.0,-1.0,未配種,10,2022-10-16,
0007F2223543,2022-10-19,3.2,0.0,3.2,3.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-19,
0007F2223544,2022-10-19,2.9,0.0,2.9,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-19,
0007F2223545,2022-10-21,3.4,0.0,3.4,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-21,
0007F2223546,2022-10-21,3.6,0.0,3.6,3.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-21,
0007F2222466,2022-10-22,3.3,0.0,3.3,1.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-22,
0007F2222467,2022-10-22,2.8,0.0,2.8,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-22,
0007F2223547,2022-10-23,3.5,0.0,3.5,3.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-23,
0007F2223548,2022-10-23,2.6,0.0,2.6,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-23,
0007F2223549,2022-10-24,3.1,0.0,3.1,1.0,F2,4.0,3.0,-1.0,未配種,10,2022-10-24,
0007F2223550,2022-10-24,3.1,0.0,3.1,3.0,F2,4.0,3.0,-1.0,未配種,10,2022-10-24,
0007F2223551,2022-10-24,3.0,0.0,3.0,3.0,F2,4.0,3.0,-1.0,未配種,10,2022-10-24,
0007F2223552,2022-10-24,2.7,0.0,2.7,3.0,F2,4.0,3.0,-1.0,未配種,10,2022-10-24,
0007F2223553,2022-10-25,3.6,0.0,3.6,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-25,
0007F2223554,2022-10-25,3.6,0.0,3.6,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-25,
0007F2223555,2022-10-26,3.8,0.0,3.8,3.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-26,
0007F2223556,2022-10-26,2.8,0.0,2.8,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-26,
0007F2223557,2022-10-26,3.1,0.0,3.1,3.0,F2,3.0,3.0,-1.0,未配種,10,2022-10-26,
0007F2223558,2022-10-26,3.3,0.0,3.3,2.0,F2,3.0,3.0,-1.0,未配種,10,2022-10-26,
0007F2223559,2022-10-26,2.7,0.0,2.7,3.0,F2,3.0,3.0,-1.0,未配種,10,2022-10-26,
0007NU228609,2022-10-27,3.1,0.0,3.1,3.0,NU,3.0,3.0,-1.0,未配種,10,2022-10-27,
0007NU228610,2022-10-27,2.5,0.0,2.5,2.0,NU,3.0,3.0,-1.0,未配種,10,2022-10-27,
0007NU228611,2022-10-27,2.7,0.0,2.7,2.0,NU,3.0,3.0,-1.0,未配種,10,2022-10-27,
0007F2223560,2022-10-28,3.2,0.0,3.2,3.0,F2,3.0,3.0,-1.0,未配種,10,2022-10-28,
0007F2223561,2022-10-28,3.8,0.0,3.8,3.0,F2,3.0,3.0,-1.0,未配種,10,2022-10-28,
0007F2223562,2022-10-28,2.5,0.0,2.5,2.0,F2,3.0,3.0,-1.0,未配種,10,2022-10-28,
0007NU228612,2022-10-30,3.3,0.0,3.3,2.0,NU,2.0,3.0,-1.0,未配種,10,2022-10-30,
0007NU228613,2022-10-30,3.3,0.0,3.3,2.0,NU,2.0,3.0,-1.0,未配種,10,2022-10-30,
0007F2223563,2022-10-30,3.2,0.0,3.2,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-30,
0007F2223564,2022-10-30,3.7,0.0,3.7,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-30,
0007F2222468,2022-10-31,4.2,0.0,4.2,3.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-31,
0007F2222469,2022-10-31,3.8,0.0,3.8,2.0,F2,2.0,3.0,-1.0,未配種,10,2022-10-31,
0007NU222470,2022-11-01,3.0,0.0,3.0,2.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU222478,2022-11-01,4.3,0.0,4.3,1.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU222479,2022-11-01,4.0,0.0,4.0,3.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU223565,2022-11-01,3.7,0.0,3.7,3.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU223566,2022-11-01,3.2,0.0,3.2,3.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU223567,2022-11-01,3.7,0.0,3.7,2.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU228614,2022-11-01,4.0,0.0,4.0,3.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU228615,2022-11-01,4.4,0.0,4.4,3.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU228616,2022-11-01,3.9,0.0,3.9,2.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU228617,2022-11-01,3.5,0.0,3.5,2.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-01,
0007NU228618,2022-11-01,2.9,0.0,2.9,2.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-01,
0007F2223568,2022-11-02,4.8,0.0,4.8,3.0,F2,2.0,3.0,-1.0,未配種,11,2022-11-02,
0007F2223569,2022-11-02,4.3,0.0,4.3,1.0,F2,2.0,3.0,-1.0,未配種,11,2022-11-02,
0007F2222480,2022-11-02,4.6,0.0,4.6,3.0,F2,2.0,3.0,-1.0,未配種,11,2022-11-02,
0007F2222481,2022-11-02,2.0,0.0,2.0,1.0,F2,2.0,3.0,-1.0,未配種,11,2022-11-02,
0007F2222482,2022-11-02,3.2,0.0,3.2,3.0,F2,4.0,3.0,-1.0,未配種,11,2022-11-02,
0007F2222483,2022-11-02,3.4,0.0,3.4,3.0,F2,4.0,3.0,-1.0,未配種,11,2022-11-02,
0007F2222484,2022-11-02,1.9,0.0,1.9,1.0,F2,4.0,3.0,-1.0,未配種,11,2022-11-02,
0007F2222485,2022-11-02,3.2,0.0,3.2,2.0,F2,4.0,3.0,-1.0,未配種,11,2022-11-02,
0007NU228619,2022-11-03,3.7,0.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-03,
0007NU228620,2022-11-03,3.4,0.0,3.4,2.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-03,
0007F2222486,2022-11-03,3.3,0.0,3.3,3.0,F2,3.0,3.0,-1.0,未配種,11,2022-11-03,
0007F2222487,2022-11-03,2.7,0.0,2.7,2.0,F2,3.0,3.0,-1.0,未配種,11,2022-11-03,
0007F2222488,2022-11-03,3.4,0.0,3.4,2.0,F2,3.0,3.0,-1.0,未配種,11,2022-11-03,
0007F2222489,2022-11-04,3.9,0.0,3.9,2.0,F2,3.0,3.0,-1.0,未配種,11,2022-11-04,
0007F2222490,2022-11-04,2.8,0.0,2.8,2.0,F2,3.0,3.0,-1.0,未配種,11,2022-11-04,
0007F2222491,2022-11-04,3.0,0.0,3.0,2.0,F2,3.0,3.0,-1.0,未配種,11,2022-11-04,
0007F2222492,2022-11-08,3.4,0.0,3.4,2.0,F2,1.0,3.0,-1.0,未配種,11,2022-11-08,
0007NU222493,2022-11-17,3.8,0.0,3.8,3.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-17,
0007NU225235,2022-11-22,3.6,0.0,3.6,3.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-22,
0007NU225237,2022-11-22,2.9,0.0,2.9,2.0,NU,3.0,3.0,-1.0,未配種,11,2022-11-22,
0007NU225238,2022-11-22,3.9,0.0,3.9,3.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-22,
0007NU225239,2022-11-22,3.5,0.0,3.5,2.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-22,
0007NU223570,2022-11-24,4.2,0.0,4.2,1.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-24,
0007NU223571,2022-11-24,3.6,0.0,3.6,2.0,NU,2.0,3.0,-1.0,未配種,11,2022-11-24,
0007NU208529,2022-07-30,67.0,631.0,3.0,2.0,NU,3.0,2.0,-1.0,懷孕,7,2020-11-06,2022-11-24
0007NU214519,2022-07-30,57.0,523.0,3.9,2.0,NU,3.0,3.0,-1.0,未配種,7,2021-02-22,
0007NU211568,2022-11-07,64.0,345.0,3.5,3.0,NU,3.0,3.0,-1.0,未配種,11,2021-11-27,
0007NU198480,2022-11-11,77.0,1052.0,2.8,2.0,NU,3.0,3.0,-1.0,未配種,11,2019-12-25,
0007NU206410,2022-11-19,58.0,757.0,2.8,2.0,NU,3.0,1.0,246.0,泌乳,11,2020-10-23,2022-03-18
0007NU224595,2022-12-02,3.9,0.0,3.9,3.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-02,
0007NU224596,2022-12-02,3.3,0.0,3.3,3.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-02,
0007NU224597,2022-12-03,3.5,0.0,3.5,1.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-03,
0007NU224598,2022-12-03,3.1,0.0,3.1,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-03,
0007NU224599,2022-12-03,4.0,0.0,4.0,1.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-03,
0007NU224600,2022-12-03,3.7,0.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-03,
0007NU228621,2022-12-04,3.4,0.0,3.4,3.0,NU,1.0,3.0,-1.0,未配種,12,2022-12-04,
0007NU221599,2022-12-06,4.1,0.0,4.1,2.0,NU,1.0,3.0,-1.0,未配種,12,2022-12-06,
0007NU224601,2022-12-07,4.2,0.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-07,
0007NU224602,2022-12-07,3.5,0.0,3.5,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-07,
0007NU229528,2022-12-10,2.9,0.0,2.9,1.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-10,
0007NU229529,2022-12-10,2.8,0.0,2.8,1.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-10,
0007NU226511,2022-12-12,3.3,0.0,3.3,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-12,
0007NU226512,2022-12-12,3.1,0.0,3.1,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-12,
0007NU226513,2022-12-12,2.6,0.0,2.6,2.0,NU,3.0,1.0,-1.0,懷孕,12,2022-12-12,2024-08-17
0007NU226514,2022-12-12,3.9,0.0,3.9,3.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-12,
0007NU226515,2022-12-12,3.6,0.0,3.6,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-12,
0007NU226516,2022-12-12,3.3,0.0,3.3,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-12,
0007NU226517,2022-12-12,3.3,0.0,3.3,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-12,
0007NU226518,2022-12-13,3.7,0.0,3.7,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-13,
0007NU226519,2022-12-13,4.2,0.0,4.2,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-13,
0007NU226520,2022-12-13,3.3,0.0,3.3,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-13,
0007NU226521,2022-12-14,2.9,0.0,2.9,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-14,
0007NU226522,2022-12-14,3.0,0.0,3.0,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-14,
0007NU226523,2022-12-14,3.0,0.0,3.0,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-14,
0007NU226524,2022-12-14,3.7,0.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-14,
0007NU226525,2022-12-14,3.3,0.0,3.3,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-14,
0007F2223572,2022-12-15,3.8,0.0,3.8,2.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-15,
0007F2223573,2022-12-15,3.4,0.0,3.4,2.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-15,
0007F2223574,2022-12-17,3.8,0.0,3.8,3.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-17,
0007F2223576,2022-12-17,2.5,0.0,2.5,2.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-17,
0007F2223577,2022-12-18,3.5,0.0,3.5,2.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-18,
0007F2223578,2022-12-18,3.2,0.0,3.2,2.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-18,
0007NU226529,2022-12-18,2.9,0.0,2.9,2.0,NU,3.0,1.0,-1.0,懷孕,12,2022-12-18,2024-08-09
0007NU226530,2022-12-18,3.4,0.0,3.4,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-18,
0007NU226531,2022-12-18,2.4,0.0,2.4,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-18,
0007F2226532,2022-12-20,3.5,0.0,3.5,3.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-20,
0007F2226533,2022-12-20,3.2,0.0,3.2,3.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-20,
0007F2222495,2022-12-20,4.4,0.0,4.4,3.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-20,
0007F2222496,2022-12-20,3.5,0.0,3.5,3.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-20,
0007F2222497,2022-12-20,3.4,0.0,3.4,1.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-20,
0007F2222498,2022-12-21,4.6,0.0,4.6,3.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-21,
0007F2222499,2022-12-21,3.7,0.0,3.7,3.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-21,
0007NU226534,2022-12-21,3.7,0.0,3.7,3.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-21,
0007NU226535,2022-12-21,3.6,0.0,3.6,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-21,
0007NU225242,2022-12-21,3.6,0.0,3.6,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-21,
0007NU225243,2022-12-21,3.0,0.0,3.0,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-21,
0007F2222500,2022-12-23,3.5,0.0,3.5,2.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-23,
0007F2222501,2022-12-23,3.1,0.0,3.1,2.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-23,
0007F2222502,2022-12-23,3.3,0.0,3.3,2.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-23,
0007NU226536,2022-12-23,3.7,0.0,3.7,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-23,
0007NU226537,2022-12-23,2.6,0.0,2.6,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-23,
0007NU226538,2022-12-23,2.8,0.0,2.8,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-23,
0007F2226539,2022-12-24,4.3,0.0,4.3,3.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-24,
0007F2226540,2022-12-24,3.9,0.0,3.9,3.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-24,
0007F2222503,2022-12-24,4.5,0.0,4.5,3.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-24,
0007F2222504,2022-12-24,3.7,0.0,3.7,2.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-24,
0007F2223581,2022-12-24,2.8,0.0,2.8,1.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-24,
0007F2223582,2022-12-24,3.7,0.0,3.7,1.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-24,
0007F2223583,2022-12-24,2.6,0.0,2.6,1.0,F2,3.0,3.0,-1.0,未配種,12,2022-12-24,
0007F2227517,2022-12-28,4.7,0.0,4.7,1.0,F2,2.0,3.0,-1.0,未配種,12,2022-12-28,
0007F2227518,2022-12-28,4.3,0.0,4.3,2.0,F2,2.0,1.0,-1.0,懷孕,12,2022-12-28,2024-07-02
0007NU221600,2022-12-29,3.9,0.0,3.9,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-29,
0007NU221601,2022-12-29,3.3,0.0,3.3,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-29,
0007NU221602,2022-12-29,3.9,0.0,3.9,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-29,
0007NU226541,2022-12-30,3.1,0.0,3.1,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-30,
0007NU226542,2022-12-30,3.4,0.0,3.4,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-30,
0007NU226543,2022-12-30,4.0,0.0,4.0,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-30,
0007F2233584,2023-01-02,4.2,0.0,4.2,1.0,F2,2.0,3.0,-1.0,未配種,1,2023-01-02,
0007F2233585,2023-01-02,3.6,0.0,3.6,2.0,F2,2.0,3.0,-1.0,未配種,1,2023-01-02,
0007NU231603,2023-01-08,3.8,0.0,4.1,2.0,NU,2.0,3.0,-1.0,未配種,1,2023-01-08,
0007NU231604,2023-01-08,4.1,0.0,4.0,2.0,NU,2.0,3.0,-1.0,未配種,1,2023-01-08,
0007NU236548,2023-01-08,3.8,0.0,3.8,3.0,NU,2.0,3.0,-1.0,未配種,1,2023-01-08,
0007NU236549,2023-01-08,4.1,0.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,1,2023-01-08,
0007NU236546,2023-01-08,4.1,0.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,1,2023-01-08,
0007NU236547,2023-01-08,3.5,0.0,3.5,3.0,NU,2.0,3.0,-1.0,未配種,1,2023-01-08,
0007F2237519,2023-01-06,3.8,0.0,3.8,3.0,F2,3.0,3.0,-1.0,未配種,1,2023-01-06,
0007F2237520,2023-01-06,3.0,0.0,3.0,1.0,F2,3.0,3.0,-1.0,未配種,1,2023-01-06,
0007F2237521,2023-01-06,3.7,0.0,3.7,2.0,F2,3.0,1.0,-1.0,懷孕,1,2023-01-06,2024-07-06
0007NU228622,2022-12-22,3.2,0.0,3.2,1.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-22,
0007NU228623,2022-12-22,3.0,0.0,3.0,3.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-22,
0007NU228624,2022-12-22,2.3,0.0,2.3,2.0,NU,3.0,3.0,-1.0,未配種,12,2022-12-22,
0007NU223579,2022-12-23,3.5,0.0,3.5,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-23,
0007NU223580,2022-12-23,3.3,0.0,3.3,2.0,NU,2.0,3.0,-1.0,未配種,12,2022-12-23,
0007NU231605,2023-01-26,2.5,0.0,2.5,2.0,NU,2.0,3.0,-1.0,未配種,1,2023-01-26,
0007NU231606,2023-01-26,2.5,0.0,2.5,2.0,NU,2.0,3.0,-1.0,未配種,1,2023-01-26,
0007NU235244,2023-01-31,3.3,0.0,3.3,3.0,NU,3.0,3.0,-1.0,未配種,1,2023-01-31,
0007NU235245,2023-01-31,3.5,0.0,3.5,3.0,NU,3.0,3.0,-1.0,未配種,1,2023-01-31,
0007NU235246,2023-01-31,2.7,0.0,2.7,2.0,NU,3.0,3.0,-1.0,未配種,1,2023-01-31,
0007NU231607,2023-02-03,4.2,0.0,4.2,3.0,NU,1.0,3.0,-1.0,未配種,2,2023-02-03,
0007NU231608,2023-02-05,3.6,0.0,3.6,3.0,NU,3.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231609,2023-02-05,3.3,0.0,3.3,2.0,NU,3.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231610,2023-02-05,2.9,0.0,2.9,2.0,NU,3.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231611,2023-02-05,3.5,0.0,3.5,3.0,NU,2.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231612,2023-02-05,3.7,0.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231613,2023-02-05,4.2,0.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231614,2023-02-05,3.7,0.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231615,2023-02-05,4.4,0.0,4.4,3.0,NU,1.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231616,2023-02-05,4.4,0.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231617,2023-02-05,3.7,0.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,2,2023-02-05,
0007NU231618,2023-02-06,4.6,0.0,4.6,3.0,NU,3.0,3.0,-1.0,未配種,2,2023-02-06,
0007NU231619,2023-02-06,5.0,0.0,5.0,3.0,NU,3.0,3.0,-1.0,未配種,2,2023-02-06,
0007NU231620,2023-02-06,2.7,0.0,2.7,2.0,NU,3.0,3.0,-1.0,未配種,2,2023-02-06,
0007NU231621,2023-03-03,4.6,0.0,4.6,3.0,NU,2.0,3.0,-1.0,未配種,3,2023-03-03,
0007NU231622,2023-03-03,3.2,0.0,3.2,2.0,NU,2.0,3.0,-1.0,未配種,3,2023-03-03,
0007F2233586,2023-03-03,5.1,0.0,5.1,2.0,F2,1.0,3.0,-1.0,未配種,3,2023-03-03,
0007NU236550,2023-03-12,3.9,0.0,3.9,3.0,NU,3.0,3.0,-1.0,未配種,3,2023-03-12,
0007NU236551,2023-03-12,3.8,0.0,3.8,3.0,NU,3.0,3.0,-1.0,未配種,3,2023-03-12,
0007F2233587,2023-03-14,3.7,0.0,3.7,3.0,F2,3.0,3.0,-1.0,未配種,3,2023-03-14,
0007F2233588,2023-03-14,4.0,0.0,4.0,3.0,F2,3.0,3.0,-1.0,未配種,3,2023-03-14,
0007F2233589,2023-03-14,2.9,0.0,2.9,2.0,F2,3.0,3.0,-1.0,未配種,3,2023-03-14,
0007NU233622,2023-04-09,3.6,0.0,3.6,3.0,NU,2.0,3.0,-1.0,未配種,4,2023-04-09,
0007NU233623,2023-04-09,2.7,0.0,2.7,2.0,NU,2.0,3.0,-1.0,未配種,4,2023-04-09,
0007NU221590,2023-05-09,33.5,291.0,2.7,2.0,NU,4.0,3.0,-1.0,未配種,5,2022-07-22,
0007NU229521,2023-05-09,34.2,298.0,3.1,2.0,NU,2.0,3.0,-1.0,未配種,5,2022-07-15,
0007NU222455,2023-05-09,33.6,291.0,2.8,2.0,NU,3.0,3.0,-1.0,未配種,5,2022-07-22,
0007NU226499,2023-05-09,35.0,287.0,3.2,2.0,NU,1.0,3.0,-1.0,未配種,5,2022-07-26,
0007NU224591,2023-05-09,37.0,269.0,2.9,2.0,NU,2.0,3.0,-1.0,未配種,5,2022-08-13,
0007NU222458,2023-05-09,36.2,290.0,4.2,2.0,NU,2.0,3.0,-1.0,未配種,5,2022-07-23,
0007NU229525,2023-05-09,35.6,292.0,2.0,2.0,NU,4.0,3.0,-1.0,未配種,5,2022-07-21,
0007NU222456,2023-05-09,33.6,291.0,2.9,2.0,NU,3.0,3.0,-1.0,未配種,5,2022-07-22,
0007NU224578,2023-05-09,37.3,428.0,2.9,2.0,NU,3.0,3.0,-1.0,未配種,5,2022-03-07,
0007NU226501,2023-05-09,36.7,285.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,5,2022-07-28,
0007NU221585,2023-05-09,34.1,304.0,3.3,2.0,NU,3.0,3.0,-1.0,未配種,5,2022-07-09,
0007NU221596,2023-05-09,34.0,278.0,3.1,2.0,NU,2.0,3.0,-1.0,未配種,5,2022-08-04,
0007F1227462,2023-01-31,60.0,331.0,3.5,1.0,F1,2.0,3.0,-1.0,未配種,1,2022-03-06,
0007NU202306,2023-02-04,63.0,1099.0,3.3,2.0,NU,2.0,2.0,111.0,泌乳,2,2020-02-01,2022-10-16
0007F2222487,2023-02-07,36.0,96.0,2.7,2.0,F2,3.0,3.0,-1.0,未配種,2,2022-11-03,
0007NU182235,2023-02-09,57.0,1852.0,3.4,2.0,NU,2.0,5.0,329.0,泌乳,2,2018-01-14,2022-03-17
0007NU204486,2023-02-14,84.0,959.0,3.9,2.0,NU,2.0,3.0,-1.0,未配種,2,2020-06-30,
0007NU226485,2023-03-01,82.0,354.0,3.8,3.0,NU,2.0,3.0,-1.0,未配種,3,2022-03-12,
0007F1227475,2023-03-03,48.0,354.0,4.1,1.0,F1,1.0,3.0,-1.0,未配種,3,2022-03-14,
0007NU215181,2023-03-10,48.0,610.0,3.3,2.0,NU,2.0,1.0,43.0,泌乳,3,2021-07-08,2023-01-26
0007NU138188,2023-03-28,71.0,3720.0,3.5,2.0,NU,2.0,9.0,986.0,泌乳,3,2013-01-19,2020-07-15
0007F1237560,2023-04-21,4.6,0.0,4.6,3.0,F1,1.0,3.0,-1.0,未配種,4,2023-04-21,
0007NU231607,2023-05-25,24.3,111.0,4.2,3.0,NU,1.0,3.0,-1.0,未配種,5,2023-02-03,
0007NU231608,2023-05-25,16.5,109.0,3.6,3.0,NU,3.0,3.0,-1.0,未配種,5,2023-02-05,
